id_candidato,edad,genero,nivel_educativo,titulo,experiencia_anios,habilidades,idiomas,puesto_deseado,localidad,disponibilidad_horaria,trabajo_actual,sector_experiencia,ultima_actualizacion,pretension_salarial
658,38,Femenino,Secundario,Recursos Humanos,8,Ingles,Frances - Basico,Contador/a,rosario,Remoto,No,Educacion,2024-08-16,399710
659,43,Masculino,Secundario,Psicologia,3,Atencion al cliente,Sin idiomas,Vendedor,neuquen,Remoto,No,Comercio,2025-01-25,340462
660,42,Femenino,Terciario,Marketing,22,Excel,Frances - Basico,Abogado/a,san juan,Part-Time,No,Comercio,2025-01-27,657700
661,39,Femenino,Terciario,Diseno Grafico,14,Atencion al cliente,Portugues - Basico,Docente,salta,Part-Time,No,Tecnologia,2024-09-01,500326
662,44,Femenino,Universitario,Medicina,12,Ventas,Portugues - Basico,Disenador grafico,rosario,Full-Time,Si,Educacion,2024-11-02,507586
663,30,Otro,Universitario,Medicina,24,Redaccion,Portugues - Basico,Enfermero/a,cordoba,Full-Time,Si,Legal,2025-02-13,703379
664,50,Otro,Secundario,Administracion,1,Atencion al cliente,Sin idiomas,Docente,salta,Remoto,Si,Diseno,2025-05-03,316400
665,51,Femenino,Universitario,Abogacia,1,Project Management,Ingles - Basico,Docente,cordoba,Full-Time,No,Educacion,2024-05-25,393410
666,58,Otro,Universitario,Abogacia,15,Atencion al cliente,Portugues - Intermedio,Recepcionista,tucuman,Remoto,Si,Educacion,2024-12-07,611243
667,52,Masculino,Secundario,Marketing,8,Ingles,Sin idiomas,Analista de datos,neuquen,Remoto,Si,Educacion,2024-10-05,394318
668,18,Masculino,Universitario,Contador Publico,12,SQL,Ingles - Intermedio,Tecnico en sistemas,salta,Remoto,No,Contabilidad,2024-07-16,523338
669,38,Femenino,Terciario,Psicologia,2,Ingles,Frances - Basico,Abogado/a,san juan,Full-Time,No,Legal,2024-08-18,370227
670,23,Masculino,Terciario,Recursos Humanos,8,Ventas,Frances - Basico,Analista de datos,salta,Full-Time,Si,Legal,2025-02-23,485490
671,45,Femenino,Secundario,Psicologia,12,Comunicacion,Sin idiomas,Disenador grafico,mendoza,Remoto,Si,Comercio,2025-01-01,501554
672,34,Femenino,Terciario,Medicina,20,Project Management,Sin idiomas,Analista de datos,mendoza,Remoto,Si,Legal,2024-11-06,628727
673,22,Masculino,Terciario,Marketing,21,Redaccion,Portugues - Intermedio,Recepcionista,neuquen,Part-Time,Si,Comercio,2024-08-26,654996
674,48,Otro,Universitario,Diseno Grafico,1,Ventas,Ingles - Basico,Disenador grafico,san juan,Remoto,No,Diseno,2025-01-19,375213
675,22,Masculino,Secundario,Recursos Humanos,7,Comunicacion,Sin idiomas,Contador/a,salta,Remoto,No,Tecnologia,2025-04-05,377169
676,55,Masculino,Terciario,Psicologia,8,Diseno UX/UI,Portugues - Basico,Contador/a,tucuman,Part-Time,Si,Comercio,2025-04-16,445783
677,20,Femenino,Terciario,Diseno Grafico,15,Ingles,Portugues - Intermedio,Vendedor,san juan,Remoto,Si,Educacion,2025-01-04,588774
678,40,Femenino,Universitario,Recursos Humanos,1,Ventas,Ingles - Intermedio,Analista de datos,rosario,Remoto,Si,Salud,2024-11-27,348780
679,54,Femenino,Universitario,Psicologia,5,Ingles,Portugues - Basico,Enfermero/a,neuquen,Remoto,No,Salud,2025-03-08,418883
680,54,Femenino,Universitario,Administracion,21,Redaccion,Ingles - Intermedio,Abogado/a,san juan,Part-Time,No,Contabilidad,2024-08-27,647725
681,27,Otro,Universitario,Medicina,7,Comunicacion,Ingles - Avanzado,Recepcionista,neuquen,Full-Time,No,Educacion,2024-09-28,375585
682,27,Otro,Posgrado,Ingenieria,4,Ingles,Ingles - Intermedio,Disenador grafico,san juan,Remoto,Si,Comercio,2025-03-23,420617
683,36,Otro,Terciario,Recursos Humanos,8,SQL,Portugues - Basico,Abogado/a,mendoza,Part-Time,No,Educacion,2024-11-09,449053
684,34,Femenino,Universitario,Medicina,0,Atencion al cliente,Ingles - Avanzado,Analista de datos,tucuman,Remoto,Si,Contabilidad,2025-04-20,324626
685,38,Femenino,Universitario,Arquitectura,8,Excel,Portugues - Basico,Enfermero/a,neuquen,Part-Time,Si,Legal,2024-12-04,425361
686,31,Femenino,Posgrado,Contador Publico,9,Redaccion,Frances - Basico,Analista de datos,tucuman,Remoto,No,Comercio,2024-11-28,468582
687,26,Otro,Posgrado,Marketing,22,Excel,Portugues - Basico,Tecnico en sistemas,neuquen,Part-Time,Si,Diseno,2025-03-27,712925
688,18,Femenino,Terciario,Arquitectura,3,Python,Ingles - Avanzado,Tecnico en sistemas,mendoza,Full-Time,No,Educacion,2024-06-01,424175
689,30,Masculino,Secundario,Diseno Grafico,2,Atencion al cliente,Ingles - Intermedio,Recepcionista,rosario,Full-Time,No,Legal,2025-02-20,371473
690,21,Masculino,Terciario,Recursos Humanos,9,Redaccion,Frances - Basico,Disenador grafico,mendoza,Full-Time,Si,Contabilidad,2024-08-03,414670
691,18,Femenino,Universitario,Marketing,14,Ventas,Ingles - Basico,Disenador grafico,neuquen,Remoto,Si,Legal,2024-09-13,575638
692,57,Masculino,Terciario,Marketing,10,SQL,Ingles - Basico,Docente,tucuman,Part-Time,No,Comercio,2024-12-21,450106
693,49,Masculino,Terciario,Arquitectura,13,Ventas,Ingles - Basico,Recepcionista,cordoba,Remoto,No,Contabilidad,2024-07-28,497532
694,51,Otro,Universitario,Arquitectura,5,Diseno UX/UI,Ingles - Basico,Recepcionista,mendoza,Remoto,No,Contabilidad,2025-05-07,401141
695,45,Femenino,Terciario,Ingenieria,11,Python,Portugues - Intermedio,Enfermero/a,tucuman,Part-Time,No,Contabilidad,2025-02-15,506182
696,48,Femenino,Posgrado,Psicologia,12,SQL,Ingles - Basico,Tecnico en sistemas,san juan,Remoto,No,Tecnologia,2025-04-22,568777
697,25,Otro,Terciario,Recursos Humanos,16,Ingles,Ingles - Avanzado,Disenador grafico,san juan,Part-Time,No,Contabilidad,2025-01-03,557060
698,56,Masculino,Terciario,Medicina,15,Ingles,Sin idiomas,Analista de datos,mendoza,Part-Time,No,Tecnologia,2024-05-15,542568
699,43,Masculino,Terciario,Abogacia,2,Project Management,Ingles - Basico,Recepcionista,neuquen,Full-Time,Si,Legal,2025-02-08,363927
700,51,Femenino,Universitario,Recursos Humanos,1,Ingles,Portugues - Basico,Vendedor,san juan,Full-Time,No,Diseno,2024-07-22,372039
701,20,Masculino,Secundario,Recursos Humanos,10,Comunicacion,Sin idiomas,Asistente administrativo,tucuman,Full-Time,Si,Tecnologia,2024-08-03,485286
702,29,Otro,Secundario,Recursos Humanos,8,Python,Ingles - Basico,Disenador grafico,rosario,Part-Time,Si,Legal,2025-01-23,381469
703,18,Otro,Posgrado,Marketing,2,Comunicacion,Sin idiomas,Contador/a,tucuman,Full-Time,No,Tecnologia,2024-06-17,390600
704,22,Femenino,Secundario,Diseno Grafico,17,Atencion al cliente,Ingles - Intermedio,Disenador grafico,san juan,Part-Time,No,Legal,2025-01-27,522960
705,47,Otro,Universitario,Marketing,19,Project Management,Ingles - Avanzado,Vendedor,san juan,Remoto,No,Legal,2024-07-19,623472
706,47,Otro,Universitario,Diseno Grafico,14,Project Management,Ingles - Avanzado,Disenador grafico,salta,Full-Time,No,Diseno,2024-11-20,543215
707,34,Femenino,Terciario,Arquitectura,13,Ingles,Sin idiomas,Vendedor,cordoba,Part-Time,No,Contabilidad,2024-07-12,513598
708,40,Otro,Universitario,Abogacia,1,SQL,Frances - Basico,Asistente administrativo,neuquen,Part-Time,Si,Diseno,2024-11-02,331008
709,32,Otro,Terciario,Marketing,16,Atencion al cliente,Portugues - Intermedio,Docente,tucuman,Part-Time,Si,Diseno,2024-12-18,515382
710,54,Otro,Universitario,Diseno Grafico,21,Diseno UX/UI,Portugues - Basico,Enfermero/a,san juan,Part-Time,No,Contabilidad,2025-01-05,592167
711,38,Masculino,Terciario,Marketing,7,Python,Sin idiomas,Asistente administrativo,neuquen,Full-Time,No,Legal,2024-12-22,421065
712,31,Femenino,Universitario,Contador Publico,9,Python,Ingles - Avanzado,Abogado/a,mendoza,Full-Time,No,Contabilidad,2025-03-19,462070
713,19,Femenino,Secundario,Marketing,17,Redaccion,Ingles - Intermedio,Docente,mendoza,Full-Time,No,Legal,2024-06-03,534722
714,28,Femenino,Universitario,Abogacia,24,Ventas,Ingles - Basico,Enfermero/a,tucuman,Part-Time,Si,Contabilidad,2024-11-04,739676
715,56,Masculino,Secundario,Abogacia,18,Ingles,Ingles - Avanzado,Tecnico en sistemas,salta,Remoto,Si,Salud,2025-04-04,544217
716,55,Masculino,Terciario,Diseno Grafico,7,Redaccion,Ingles - Intermedio,Vendedor,san juan,Part-Time,Si,Tecnologia,2024-10-16,467505
717,51,Femenino,Terciario,Diseno Grafico,7,Diseno UX/UI,Ingles - Basico,Recepcionista,tucuman,Remoto,No,Diseno,2025-03-10,473715
718,55,Masculino,Secundario,Arquitectura,2,Project Management,Portugues - Intermedio,Abogado/a,rosario,Full-Time,No,Legal,2024-10-28,271473
719,51,Femenino,Universitario,Abogacia,2,Excel,Ingles - Avanzado,Asistente administrativo,salta,Part-Time,No,Educacion,2024-06-07,372771
720,35,Masculino,Terciario,Abogacia,11,Diseno UX/UI,Ingles - Avanzado,Disenador grafico,san juan,Part-Time,Si,Contabilidad,2025-01-29,473010
721,47,Otro,Posgrado,Ingenieria,21,Diseno UX/UI,Sin idiomas,Asistente administrativo,san juan,Full-Time,Si,Contabilidad,2024-12-23,587646
722,32,Otro,Posgrado,Recursos Humanos,16,SQL,Sin idiomas,Enfermero/a,neuquen,Part-Time,Si,Comercio,2024-09-04,556661
723,44,Femenino,Universitario,Administracion,3,SQL,Ingles - Intermedio,Abogado/a,tucuman,Remoto,No,Educacion,2024-12-27,408248
724,51,Masculino,Secundario,Marketing,16,SQL,Frances - Basico,Analista de datos,san juan,Remoto,Si,Educacion,2024-05-29,600575
725,55,Masculino,Terciario,Psicologia,13,SQL,Sin idiomas,Enfermero/a,neuquen,Remoto,No,Diseno,2024-06-17,542080
726,50,Otro,Universitario,Arquitectura,18,Ventas,Portugues - Basico,Docente,san juan,Part-Time,Si,Salud,2024-12-04,619708
727,41,Otro,Terciario,Recursos Humanos,8,Ingles,Portugues - Intermedio,Asistente administrativo,cordoba,Part-Time,No,Tecnologia,2025-03-28,439361
728,32,Masculino,Secundario,Administracion,20,Python,Portugues - Basico,Asistente administrativo,salta,Remoto,No,Salud,2024-10-22,650479
729,47,Masculino,Universitario,Ingenieria,11,Ingles,Ingles - Avanzado,Abogado/a,tucuman,Part-Time,No,Tecnologia,2024-08-22,569447
730,59,Masculino,Universitario,Psicologia,4,Ingles,Portugues - Basico,Vendedor,cordoba,Remoto,No,Legal,2024-06-27,382395
731,34,Masculino,Universitario,Diseno Grafico,10,Python,Ingles - Basico,Abogado/a,tucuman,Full-Time,Si,Diseno,2025-05-01,430001
732,22,Masculino,Secundario,Abogacia,19,SQL,Portugues - Intermedio,Recepcionista,rosario,Remoto,Si,Salud,2025-04-10,522055
733,46,Masculino,Universitario,Contador Publico,2,Ingles,Portugues - Basico,Asistente administrativo,mendoza,Full-Time,Si,Comercio,2024-10-27,409656
734,21,Femenino,Terciario,Arquitectura,20,Ventas,Ingles - Basico,Vendedor,neuquen,Full-Time,No,Tecnologia,2025-02-28,618589
735,27,Masculino,Terciario,Medicina,14,SQL,Ingles - Intermedio,Vendedor,tucuman,Full-Time,Si,Salud,2024-07-13,535497
736,34,Otro,Posgrado,Abogacia,13,Ventas,Portugues - Basico,Abogado/a,salta,Remoto,No,Diseno,2024-07-15,501281
737,27,Femenino,Terciario,Contador Publico,10,Redaccion,Portugues - Intermedio,Tecnico en sistemas,tucuman,Remoto,Si,Comercio,2024-10-13,447405
738,34,Masculino,Terciario,Administracion,19,Ingles,Ingles - Basico,Enfermero/a,tucuman,Part-Time,Si,Diseno,2025-01-21,596136
739,37,Otro,Secundario,Diseno Grafico,7,Comunicacion,Portugues - Basico,Docente,tucuman,Part-Time,No,Educacion,2025-03-31,411235
740,41,Femenino,Posgrado,Psicologia,3,Ventas,Ingles - Intermedio,Tecnico en sistemas,san juan,Full-Time,No,Contabilidad,2024-12-19,393043
741,22,Otro,Universitario,Administracion,11,Redaccion,Portugues - Basico,Asistente administrativo,tucuman,Remoto,No,Legal,2025-03-30,473881
742,51,Masculino,Universitario,Abogacia,7,Atencion al cliente,Ingles - Basico,Asistente administrativo,san juan,Part-Time,Si,Diseno,2025-04-28,421463
743,23,Masculino,Universitario,Abogacia,5,Atencion al cliente,Portugues - Basico,Asistente administrativo,salta,Part-Time,No,Legal,2025-03-20,451249
744,19,Masculino,Secundario,Psicologia,14,Redaccion,Portugues - Intermedio,Contador/a,salta,Part-Time,Si,Diseno,2025-05-05,517343
745,30,Masculino,Terciario,Medicina,11,Project Management,Ingles - Avanzado,Disenador grafico,tucuman,Remoto,Si,Educacion,2025-01-04,503364
746,28,Femenino,Terciario,Contador Publico,15,Project Management,Ingles - Basico,Analista de datos,san juan,Part-Time,Si,Diseno,2024-09-18,518034
747,40,Femenino,Secundario,Administracion,15,SQL,Ingles - Basico,Contador/a,mendoza,Full-Time,No,Diseno,2025-02-10,436386
748,33,Otro,Terciario,Diseno Grafico,20,Project Management,Ingles - Basico,Analista de datos,tucuman,Remoto,Si,Salud,2024-08-16,604307
749,48,Masculino,Posgrado,Abogacia,19,Atencion al cliente,Ingles - Basico,Vendedor,neuquen,Part-Time,No,Contabilidad,2024-07-21,619003
750,28,Otro,Secundario,Administracion,19,Project Management,Portugues - Basico,Asistente administrativo,neuquen,Part-Time,No,Educacion,2024-12-07,595470
751,33,Femenino,Terciario,Medicina,3,Comunicacion,Portugues - Intermedio,Recepcionista,salta,Remoto,Si,Comercio,2024-12-01,463571
752,25,Masculino,Terciario,Administracion,10,Atencion al cliente,Ingles - Intermedio,Docente,neuquen,Part-Time,Si,Contabilidad,2024-11-20,490854
753,21,Masculino,Terciario,Psicologia,12,Ventas,Portugues - Intermedio,Abogado/a,neuquen,Part-Time,Si,Tecnologia,2024-09-07,582078
754,57,Femenino,Posgrado,Diseno Grafico,8,Diseno UX/UI,Ingles - Basico,Docente,rosario,Full-Time,Si,Salud,2025-01-26,497063
755,21,Femenino,Terciario,Ingenieria,3,Project Management,Frances - Basico,Recepcionista,tucuman,Remoto,No,Contabilidad,2024-06-18,346104
756,42,Femenino,Terciario,Psicologia,11,Project Management,Portugues - Basico,Abogado/a,tucuman,Part-Time,No,Tecnologia,2024-09-10,495437
757,20,Femenino,Universitario,Administracion,8,Ingles,Frances - Basico,Vendedor,tucuman,Remoto,No,Educacion,2025-04-04,513419
758,49,Femenino,Secundario,Ingenieria,12,Python,Portugues - Basico,Recepcionista,tucuman,Remoto,No,Diseno,2025-04-10,534886
759,20,Masculino,Terciario,Abogacia,15,Comunicacion,Ingles - Basico,Asistente administrativo,cordoba,Full-Time,No,Legal,2025-02-21,527740
760,44,Femenino,Terciario,Ingenieria,5,Atencion al cliente,Portugues - Basico,Recepcionista,tucuman,Full-Time,No,Contabilidad,2024-10-02,402595
761,46,Masculino,Universitario,Medicina,9,Atencion al cliente,Ingles - Basico,Asistente administrativo,san juan,Remoto,No,Contabilidad,2025-05-10,432122
762,49,Masculino,Posgrado,Marketing,12,Excel,Portugues - Intermedio,Recepcionista,salta,Full-Time,No,Tecnologia,2024-06-06,564740
763,36,Femenino,Universitario,Medicina,6,Python,Sin idiomas,Recepcionista,san juan,Full-Time,No,Tecnologia,2025-03-15,476600
764,38,Femenino,Terciario,Psicologia,18,Project Management,Ingles - Avanzado,Tecnico en sistemas,salta,Part-Time,Si,Legal,2024-09-09,591193
765,22,Masculino,Universitario,Marketing,23,Redaccion,Portugues - Basico,Docente,cordoba,Full-Time,Si,Tecnologia,2025-02-16,664979
766,35,Femenino,Secundario,Psicologia,18,Ingles,Ingles - Basico,Analista de datos,tucuman,Full-Time,No,Tecnologia,2025-01-25,580803
767,45,Femenino,Secundario,Arquitectura,16,Ventas,Frances - Basico,Contador/a,mendoza,Part-Time,No,Contabilidad,2024-07-21,552523
768,59,Femenino,Terciario,Diseno Grafico,12,Ingles,Ingles - Basico,Tecnico en sistemas,san juan,Part-Time,Si,Legal,2024-05-24,502434
769,39,Otro,Terciario,Recursos Humanos,12,Project Management,Frances - Basico,Analista de datos,tucuman,Remoto,Si,Legal,2024-08-24,505361
770,38,Masculino,Universitario,Abogacia,20,Excel,Portugues - Basico,Tecnico en sistemas,salta,Full-Time,Si,Diseno,2024-06-29,634786
771,23,Otro,Universitario,Abogacia,1,Diseno UX/UI,Ingles - Intermedio,Disenador grafico,san juan,Part-Time,No,Contabilidad,2024-09-14,384878
772,18,Femenino,Posgrado,Arquitectura,9,Atencion al cliente,Frances - Basico,Abogado/a,rosario,Full-Time,Si,Diseno,2025-02-27,517086
773,22,Otro,Universitario,Administracion,21,Ventas,Ingles - Basico,Asistente administrativo,neuquen,Remoto,Si,Educacion,2024-10-03,625507
774,58,Femenino,Universitario,Contador Publico,12,Python,Portugues - Basico,Contador/a,rosario,Full-Time,Si,Educacion,2024-08-26,489683
775,29,Otro,Secundario,Psicologia,8,Project Management,Ingles - Basico,Tecnico en sistemas,mendoza,Full-Time,Si,Contabilidad,2024-09-06,412369
776,43,Femenino,Secundario,Recursos Humanos,0,Comunicacion,Ingles - Intermedio,Tecnico en sistemas,tucuman,Full-Time,Si,Tecnologia,2024-11-20,322105
777,51,Otro,Universitario,Recursos Humanos,13,Redaccion,Ingles - Avanzado,Vendedor,cordoba,Part-Time,No,Salud,2025-02-12,539441
778,31,Otro,Terciario,Medicina,15,Ingles,Sin idiomas,Recepcionista,tucuman,Part-Time,Si,Educacion,2024-12-04,525706
779,43,Otro,Universitario,Medicina,19,Excel,Sin idiomas,Disenador grafico,mendoza,Remoto,No,Educacion,2025-02-20,632845
780,44,Masculino,Secundario,Contador Publico,14,Diseno UX/UI,Ingles - Intermedio,Contador/a,mendoza,Full-Time,Si,Contabilidad,2024-09-30,500076
781,26,Otro,Secundario,Administracion,0,SQL,Portugues - Intermedio,Contador/a,neuquen,Remoto,Si,Diseno,2024-07-22,326414
782,43,Masculino,Terciario,Arquitectura,16,Redaccion,Portugues - Basico,Abogado/a,mendoza,Remoto,Si,Contabilidad,2024-12-07,569991
783,39,Femenino,Terciario,Ingenieria,23,Project Management,Ingles - Intermedio,Contador/a,rosario,Part-Time,Si,Salud,2024-10-31,655542
784,47,Otro,Secundario,Medicina,12,Diseno UX/UI,Ingles - Avanzado,Enfermero/a,neuquen,Full-Time,Si,Salud,2025-04-09,486945
785,34,Femenino,Universitario,Administracion,14,Redaccion,Ingles - Basico,Contador/a,tucuman,Full-Time,No,Legal,2024-06-01,589451
786,43,Femenino,Secundario,Diseno Grafico,15,Redaccion,Portugues - Basico,Tecnico en sistemas,san juan,Remoto,No,Contabilidad,2024-08-27,507912
787,53,Otro,Universitario,Abogacia,15,Atencion al cliente,Frances - Basico,Enfermero/a,tucuman,Full-Time,No,Educacion,2025-01-24,577079
788,18,Masculino,Terciario,Abogacia,1,Redaccion,Ingles - Intermedio,Analista de datos,cordoba,Part-Time,No,Diseno,2025-03-18,332887
789,25,Otro,Secundario,Administracion,16,Comunicacion,Ingles - Avanzado,Recepcionista,mendoza,Remoto,No,Diseno,2025-03-20,552809
790,52,Femenino,Terciario,Contador Publico,10,Diseno UX/UI,Ingles - Intermedio,Enfermero/a,mendoza,Remoto,No,Comercio,2024-07-17,450364
791,32,Femenino,Universitario,Arquitectura,7,Project Management,Portugues - Intermedio,Analista de datos,salta,Part-Time,No,Comercio,2024-10-18,448310
792,39,Otro,Terciario,Recursos Humanos,19,Project Management,Sin idiomas,Disenador grafico,neuquen,Part-Time,Si,Tecnologia,2024-08-28,638234
793,31,Masculino,Universitario,Contador Publico,2,Comunicacion,Sin idiomas,Docente,salta,Part-Time,No,Educacion,2025-01-12,341890
794,43,Masculino,Secundario,Administracion,11,Python,Portugues - Basico,Asistente administrativo,neuquen,Part-Time,Si,Comercio,2024-05-16,425118
795,45,Femenino,Universitario,Arquitectura,19,Diseno UX/UI,Ingles - Basico,Tecnico en sistemas,rosario,Part-Time,Si,Diseno,2024-09-17,586257
796,40,Femenino,Terciario,Arquitectura,15,Redaccion,Ingles - Avanzado,Enfermero/a,neuquen,Part-Time,No,Educacion,2025-05-10,509881
797,31,Masculino,Universitario,Psicologia,13,Excel,Ingles - Intermedio,Docente,tucuman,Remoto,Si,Contabilidad,2024-11-21,552859
798,41,Otro,Universitario,Marketing,15,Ventas,Portugues - Basico,Recepcionista,cordoba,Full-Time,Si,Educacion,2024-10-28,522825
799,19,Femenino,Posgrado,Abogacia,20,Diseno UX/UI,Ingles - Intermedio,Vendedor,san juan,Full-Time,No,Comercio,2025-04-01,651064
800,43,Masculino,Terciario,Administracion,16,SQL,Portugues - Basico,Disenador grafico,neuquen,Remoto,Si,Diseno,2024-11-17,578548
801,31,Femenino,Secundario,Recursos Humanos,10,Excel,Sin idiomas,Asistente administrativo,neuquen,Full-Time,No,Educacion,2025-05-13,462499
802,24,Otro,Secundario,Marketing,16,Comunicacion,Portugues - Intermedio,Recepcionista,neuquen,Full-Time,Si,Salud,2025-04-13,528434
803,20,Masculino,Universitario,Diseno Grafico,18,Redaccion,Ingles - Intermedio,Disenador grafico,cordoba,Remoto,No,Tecnologia,2025-03-09,615727
804,40,Femenino,Universitario,Medicina,21,Python,Portugues - Intermedio,Vendedor,mendoza,Full-Time,Si,Legal,2025-02-09,658214
805,35,Otro,Universitario,Psicologia,0,SQL,Frances - Basico,Analista de datos,cordoba,Full-Time,No,Diseno,2024-08-31,333273
806,55,Femenino,Terciario,Medicina,11,Python,Frances - Basico,Vendedor,mendoza,Remoto,Si,Comercio,2024-08-29,478675
807,52,Otro,Terciario,Marketing,14,Python,Sin idiomas,Enfermero/a,san juan,Full-Time,No,Contabilidad,2024-09-15,597062
808,32,Otro,Secundario,Marketing,17,Ingles,Ingles - Avanzado,Asistente administrativo,tucuman,Part-Time,Si,Legal,2024-12-10,579279
